inst#,actual,predicted,error,prediction
359,6:dog,1:airplane,+,0.603
360,6:dog,1:airplane,+,0.603
361,6:dog,7:frog,+,0.704
362,6:dog,6:dog,,0.427
363,5:deer,7:frog,+,0.57
364,5:deer,8:horse,+,0.47
365,5:deer,1:airplane,+,0.699
366,5:deer,6:dog,+,0.536
367,5:deer,5:deer,,0.326
368,5:deer,3:bird,+,0.776
369,5:deer,7:frog,+,0.313
370,5:deer,7:frog,+,0.442
371,5:deer,9:ship,+,0.439
372,5:deer,7:frog,+,0.313
373,5:deer,3:bird,+,0.608
374,5:deer,7:frog,+,0.315
375,5:deer,7:frog,+,0.322
376,5:deer,1:airplane,+,0.751
377,5:deer,3:bird,+,0.335
378,5:deer,8:horse,+,0.703
379,5:deer,8:horse,+,0.703
380,5:deer,1:airplane,+,0.603
381,5:deer,3:bird,+,0.521
382,5:deer,7:frog,+,0.322
383,5:deer,7:frog,+,0.323
384,5:deer,6:dog,+,0.422
385,5:deer,10:truck,+,0.729
386,5:deer,6:dog,+,0.514
387,5:deer,5:deer,,0.326
388,5:deer,5:deer,,0.326
389,5:deer,5:deer,,0.319
390,5:deer,8:horse,+,0.703
391,5:deer,7:frog,+,0.322
392,5:deer,5:deer,,0.326
393,5:deer,2:automobile,+,0.721
394,5:deer,5:deer,,0.326
395,5:deer,7:frog,+,0.322
396,5:deer,8:horse,+,0.638
397,5:deer,7:frog,+,0.322
398,5:deer,8:horse,+,0.707
399,5:deer,7:frog,+,0.315
400,5:deer,7:frog,+,0.323
1,7:frog,7:frog,,0.584
2,7:frog,5:deer,+,0.438
3,7:frog,7:frog,,0.584
4,7:frog,7:frog,,0.584
5,7:frog,7:frog,,0.575
6,7:frog,3:bird,+,0.312
7,7:frog,8:horse,+,0.684
8,7:frog,4:cat,+,0.464
9,7:frog,5:deer,+,0.605
10,7:frog,7:frog,,0.582
11,7:frog,6:dog,+,0.626
12,7:frog,5:deer,+,0.428
13,7:frog,7:frog,,0.584
14,7:frog,7:frog,,0.584
15,7:frog,5:deer,+,0.726
16,7:frog,5:deer,+,0.419
17,7:frog,7:frog,,0.584
18,7:frog,4:cat,+,0.611
19,7:frog,3:bird,+,0.538
20,7:frog,10:truck,+,0.676
21,7:frog,7:frog,,0.584
22,7:frog,7:frog,,0.584
23,7:frog,7:frog,,0.583
24,7:frog,5:deer,+,0.428
25,7:frog,7:frog,,0.584
26,7:frog,5:deer,+,0.383
27,7:frog,5:deer,+,0.726
28,7:frog,7:frog,,0.584
29,7:frog,8:horse,+,0.675
30,7:frog,4:cat,+,0.464
31,7:frog,6:dog,+,0.627
32,7:frog,7:frog,,0.584
33,7:frog,5:deer,+,0.428
34,7:frog,5:deer,+,0.438
35,7:frog,7:frog,,0.583
36,7:frog,5:deer,+,0.438
37,7:frog,7:frog,,0.584
38,7:frog,7:frog,,0.584
39,7:frog,7:frog,,0.584
40,7:frog,5:deer,+,0.438
41,7:frog,5:deer,+,0.428
42,9:ship,2:automobile,+,0.545
43,9:ship,8:horse,+,0.688
44,9:ship,9:ship,,0.761
45,9:ship,9:ship,,0.727
46,9:ship,9:ship,,0.72
47,9:ship,4:cat,+,0.611
48,9:ship,9:ship,,0.727
49,9:ship,9:ship,,0.757
50,9:ship,9:ship,,0.761
51,9:ship,2:automobile,+,0.573
52,9:ship,1:airplane,+,0.476
53,9:ship,1:airplane,+,0.414
54,9:ship,9:ship,,0.548
55,9:ship,9:ship,,0.72
56,9:ship,5:deer,+,0.438
57,9:ship,1:airplane,+,0.435
58,9:ship,9:ship,,0.721
59,9:ship,9:ship,,0.727
60,9:ship,9:ship,,0.548
61,9:ship,9:ship,,0.757
62,9:ship,1:airplane,+,0.476
63,9:ship,4:cat,+,0.437
64,9:ship,9:ship,,0.757
65,9:ship,9:ship,,0.732
66,9:ship,9:ship,,0.72
67,9:ship,8:horse,+,0.674
68,9:ship,9:ship,,0.721
69,9:ship,1:airplane,+,0.785
70,9:ship,9:ship,,0.757
71,9:ship,4:cat,+,0.252
72,9:ship,9:ship,,0.757
73,9:ship,9:ship,,0.757
74,9:ship,4:cat,+,0.252
75,9:ship,2:automobile,+,0.592
76,9:ship,9:ship,,0.721
77,9:ship,5:deer,+,0.428
78,9:ship,9:ship,,0.732
79,9:ship,1:airplane,+,0.414
80,9:ship,9:ship,,0.723
81,9:ship,9:ship,,0.761
82,1:airplane,1:airplane,,0.64
83,1:airplane,1:airplane,,0.569
84,1:airplane,6:dog,+,0.34
85,1:airplane,9:ship,+,0.721
86,1:airplane,1:airplane,,0.414
87,1:airplane,9:ship,+,0.458
88,1:airplane,1:airplane,,0.785
89,1:airplane,1:airplane,,0.569
90,1:airplane,1:airplane,,0.374
91,1:airplane,1:airplane,,0.435
92,1:airplane,3:bird,+,0.356
93,1:airplane,9:ship,+,0.458
94,1:airplane,2:automobile,+,0.594
95,1:airplane,9:ship,+,0.458
96,1:airplane,4:cat,+,0.252
97,1:airplane,1:airplane,,0.64
98,1:airplane,4:cat,+,0.438
99,1:airplane,9:ship,+,0.757
100,1:airplane,9:ship,+,0.723
101,1:airplane,9:ship,+,0.723
102,1:airplane,1:airplane,,0.569
103,1:airplane,1:airplane,,0.471
104,1:airplane,9:ship,+,0.72
105,1:airplane,9:ship,+,0.72
106,1:airplane,9:ship,+,0.723
107,1:airplane,9:ship,+,0.757
108,1:airplane,1:airplane,,0.414
109,1:airplane,1:airplane,,0.374
110,1:airplane,8:horse,+,0.676
111,1:airplane,10:truck,+,0.68
112,1:airplane,1:airplane,,0.471
113,1:airplane,1:airplane,,0.569
114,1:airplane,9:ship,+,0.727
115,1:airplane,8:horse,+,0.63
116,1:airplane,1:airplane,,0.435
117,1:airplane,9:ship,+,0.458
118,1:airplane,1:airplane,,0.471
119,2:automobile,4:cat,+,0.611
120,2:automobile,2:automobile,,0.594
121,2:automobile,2:automobile,,0.594
122,2:automobile,1:airplane,+,0.569
123,2:automobile,2:automobile,,0.595
124,2:automobile,7:frog,+,0.582
125,2:automobile,6:dog,+,0.625
126,2:automobile,2:automobile,,0.594
127,2:automobile,6:dog,+,0.396
128,2:automobile,2:automobile,,0.582
129,2:automobile,2:automobile,,0.592
130,2:automobile,2:automobile,,0.592
131,2:automobile,1:airplane,+,0.435
132,2:automobile,9:ship,+,0.72
133,2:automobile,2:automobile,,0.594
134,2:automobile,2:automobile,,0.545
135,2:automobile,2:automobile,,0.595
136,2:automobile,2:automobile,,0.594
137,2:automobile,2:automobile,,0.579
138,2:automobile,9:ship,+,0.732
139,2:automobile,10:truck,+,0.677
140,2:automobile,9:ship,+,0.458
141,2:automobile,2:automobile,,0.573
142,2:automobile,2:automobile,,0.594
143,2:automobile,2:automobile,,0.594
144,2:automobile,2:automobile,,0.594
145,2:automobile,2:automobile,,0.433
146,2:automobile,2:automobile,,0.594
147,2:automobile,2:automobile,,0.592
148,2:automobile,2:automobile,,0.31
149,2:automobile,1:airplane,+,0.569
150,2:automobile,10:truck,+,0.677
151,2:automobile,4:cat,+,0.252
152,2:automobile,4:cat,+,0.44
153,2:automobile,7:frog,+,0.584
154,2:automobile,2:automobile,,0.31
155,2:automobile,2:automobile,,0.592
156,2:automobile,9:ship,+,0.548
157,2:automobile,2:automobile,,0.31
158,8:horse,3:bird,+,0.312
159,8:horse,8:horse,,0.688
160,8:horse,6:dog,+,0.625
161,8:horse,8:horse,,0.688
162,8:horse,8:horse,,0.686
163,8:horse,8:horse,,0.686
164,8:horse,8:horse,,0.688
165,8:horse,8:horse,,0.688
166,8:horse,7:frog,+,0.584
167,8:horse,8:horse,,0.688
168,8:horse,8:horse,,0.684
169,8:horse,6:dog,+,0.627
170,8:horse,10:truck,+,0.677
171,8:horse,8:horse,,0.675
172,8:horse,9:ship,+,0.548
173,8:horse,8:horse,,0.688
174,8:horse,6:dog,+,0.528
175,8:horse,4:cat,+,0.252
176,8:horse,5:deer,+,0.726
177,8:horse,8:horse,,0.675
178,8:horse,5:deer,+,0.428
179,8:horse,6:dog,+,0.626
180,8:horse,1:airplane,+,0.471
181,8:horse,8:horse,,0.684
182,8:horse,7:frog,+,0.583
183,8:horse,9:ship,+,0.723
184,8:horse,6:dog,+,0.396
185,8:horse,7:frog,+,0.584
186,8:horse,8:horse,,0.688
187,8:horse,8:horse,,0.675
188,8:horse,10:truck,+,0.677
189,8:horse,1:airplane,+,0.476
190,8:horse,6:dog,+,0.528
191,8:horse,8:horse,,0.688
192,8:horse,10:truck,+,0.537
193,8:horse,8:horse,,0.686
194,8:horse,8:horse,,0.675
195,8:horse,8:horse,,0.688
196,8:horse,5:deer,+,0.408
197,8:horse,9:ship,+,0.757
198,8:horse,8:horse,,0.688
199,3:bird,7:frog,+,0.574
200,3:bird,6:dog,+,0.626
201,3:bird,7:frog,+,0.574
202,3:bird,1:airplane,+,0.435
203,3:bird,9:ship,+,0.72
204,3:bird,3:bird,,0.667
205,3:bird,4:cat,+,0.438
206,3:bird,1:airplane,+,0.435
207,3:bird,7:frog,+,0.584
208,3:bird,4:cat,+,0.611
209,3:bird,8:horse,+,0.684
210,3:bird,8:horse,+,0.684
211,3:bird,5:deer,+,0.438
212,3:bird,6:dog,+,0.625
213,3:bird,2:automobile,+,0.592
214,3:bird,5:deer,+,0.428
215,3:bird,8:horse,+,0.688
216,3:bird,5:deer,+,0.428
217,3:bird,6:dog,+,0.34
218,3:bird,5:deer,+,0.605
219,3:bird,8:horse,+,0.688
220,3:bird,8:horse,+,0.688
221,3:bird,6:dog,+,0.625
222,3:bird,5:deer,+,0.428
223,3:bird,3:bird,,0.44
224,3:bird,5:deer,+,0.604
225,3:bird,3:bird,,0.356
226,3:bird,6:dog,+,0.627
227,3:bird,10:truck,+,0.677
228,3:bird,5:deer,+,0.438
229,3:bird,7:frog,+,0.574
230,3:bird,3:bird,,0.667
231,3:bird,3:bird,,0.439
232,3:bird,7:frog,+,0.584
233,3:bird,9:ship,+,0.732
234,3:bird,5:deer,+,0.428
235,3:bird,7:frog,+,0.574
236,3:bird,3:bird,,0.439
237,3:bird,9:ship,+,0.727
238,3:bird,10:truck,+,0.68
239,3:bird,3:bird,,0.356
240,3:bird,7:frog,+,0.583
241,4:cat,4:cat,,0.438
242,4:cat,6:dog,+,0.626
243,4:cat,7:frog,+,0.574
244,4:cat,5:deer,+,0.428
245,4:cat,6:dog,+,0.627
246,4:cat,4:cat,,0.44
247,4:cat,6:dog,+,0.625
248,4:cat,5:deer,+,0.438
249,4:cat,9:ship,+,0.757
250,4:cat,7:frog,+,0.584
251,4:cat,7:frog,+,0.584
252,4:cat,4:cat,,0.438
253,4:cat,6:dog,+,0.626
254,4:cat,7:frog,+,0.574
255,4:cat,4:cat,,0.44
256,4:cat,5:deer,+,0.605
257,4:cat,6:dog,+,0.626
258,4:cat,6:dog,+,0.626
259,4:cat,6:dog,+,0.528
260,4:cat,4:cat,,0.446
261,4:cat,7:frog,+,0.584
262,4:cat,4:cat,,0.662
263,4:cat,4:cat,,0.252
264,4:cat,9:ship,+,0.548
265,4:cat,6:dog,+,0.626
266,4:cat,9:ship,+,0.72
267,4:cat,6:dog,+,0.625
268,4:cat,3:bird,+,0.667
269,4:cat,4:cat,,0.44
270,4:cat,4:cat,,0.44
271,4:cat,4:cat,,0.638
272,4:cat,4:cat,,0.638
273,4:cat,8:horse,+,0.688
274,4:cat,6:dog,+,0.625
275,4:cat,4:cat,,0.446
276,4:cat,4:cat,,0.638
277,4:cat,1:airplane,+,0.569
278,4:cat,4:cat,,0.464
279,4:cat,4:cat,,0.446
280,4:cat,4:cat,,0.44
281,4:cat,6:dog,+,0.626
282,10:truck,10:truck,,0.433
283,10:truck,4:cat,+,0.645
284,10:truck,10:truck,,0.671
285,10:truck,10:truck,,0.537
286,10:truck,1:airplane,+,0.64
287,10:truck,10:truck,,0.433
288,10:truck,10:truck,,0.537
289,10:truck,4:cat,+,0.645
290,10:truck,2:automobile,+,0.594
291,10:truck,10:truck,,0.676
292,10:truck,6:dog,+,0.626
293,10:truck,10:truck,,0.677
294,10:truck,10:truck,,0.676
295,10:truck,2:automobile,+,0.31
296,10:truck,10:truck,,0.68
297,10:truck,10:truck,,0.68
298,10:truck,10:truck,,0.433
299,10:truck,10:truck,,0.433
300,10:truck,10:truck,,0.433
301,10:truck,10:truck,,0.677
302,10:truck,10:truck,,0.676
303,10:truck,5:deer,+,0.428
304,10:truck,9:ship,+,0.458
305,10:truck,10:truck,,0.68
306,10:truck,7:frog,+,0.584
307,10:truck,8:horse,+,0.688
308,10:truck,9:ship,+,0.721
309,10:truck,10:truck,,0.677
310,10:truck,10:truck,,0.68
311,10:truck,10:truck,,0.671
312,10:truck,10:truck,,0.677
313,10:truck,10:truck,,0.68
314,10:truck,10:truck,,0.677
315,10:truck,10:truck,,0.433
316,10:truck,4:cat,+,0.645
317,10:truck,10:truck,,0.68
318,10:truck,10:truck,,0.68
319,10:truck,10:truck,,0.677
320,10:truck,9:ship,+,0.727
321,6:dog,6:dog,,0.627
322,6:dog,6:dog,,0.627
323,6:dog,2:automobile,+,0.595
324,6:dog,2:automobile,+,0.594
325,6:dog,7:frog,+,0.586
326,6:dog,7:frog,+,0.584
327,6:dog,6:dog,,0.625
328,6:dog,7:frog,+,0.583
329,6:dog,6:dog,,0.625
330,6:dog,4:cat,+,0.437
331,6:dog,6:dog,,0.396
332,6:dog,7:frog,+,0.586
333,6:dog,6:dog,,0.627
334,6:dog,4:cat,+,0.44
335,6:dog,5:deer,+,0.419
336,6:dog,6:dog,,0.627
337,6:dog,7:frog,+,0.574
338,6:dog,4:cat,+,0.44
339,6:dog,3:bird,+,0.667
340,6:dog,6:dog,,0.528
341,6:dog,6:dog,,0.625
342,6:dog,4:cat,+,0.44
343,6:dog,2:automobile,+,0.594
344,6:dog,6:dog,,0.627
345,6:dog,7:frog,+,0.584
346,6:dog,5:deer,+,0.428
347,6:dog,5:deer,+,0.726
348,6:dog,6:dog,,0.626
349,6:dog,6:dog,,0.625
350,6:dog,5:deer,+,0.428
351,6:dog,6:dog,,0.627
352,6:dog,6:dog,,0.627
353,6:dog,5:deer,+,0.376
354,6:dog,6:dog,,0.625
355,6:dog,4:cat,+,0.611
356,6:dog,6:dog,,0.627
357,6:dog,6:dog,,0.627
358,6:dog,6:dog,,0.625
359,6:dog,4:cat,+,0.464
360,6:dog,5:deer,+,0.726
361,6:dog,6:dog,,0.527
362,6:dog,6:dog,,0.626
363,5:deer,5:deer,,0.46
364,5:deer,5:deer,,0.726
365,5:deer,5:deer,,0.428
366,5:deer,4:cat,+,0.645
367,5:deer,8:horse,+,0.688
368,5:deer,5:deer,,0.438
369,5:deer,5:deer,,0.428
370,5:deer,5:deer,,0.419
371,5:deer,5:deer,,0.672
372,5:deer,3:bird,+,0.312
373,5:deer,7:frog,+,0.294
374,5:deer,5:deer,,0.428
375,5:deer,5:deer,,0.438
376,5:deer,5:deer,,0.428
377,5:deer,2:automobile,+,0.594
378,5:deer,2:automobile,+,0.595
379,5:deer,5:deer,,0.605
380,5:deer,5:deer,,0.438
381,5:deer,2:automobile,+,0.545
382,5:deer,5:deer,,0.438
383,5:deer,5:deer,,0.672
384,5:deer,3:bird,+,0.439
385,5:deer,1:airplane,+,0.476
386,5:deer,5:deer,,0.726
387,5:deer,5:deer,,0.428
388,5:deer,8:horse,+,0.675
389,5:deer,8:horse,+,0.684
390,5:deer,5:deer,,0.428
391,5:deer,5:deer,,0.726
392,5:deer,5:deer,,0.672
393,5:deer,3:bird,+,0.667
394,5:deer,7:frog,+,0.584
395,5:deer,8:horse,+,0.688
396,5:deer,8:horse,+,0.688
397,5:deer,7:frog,+,0.294
398,5:deer,5:deer,,0.672
399,5:deer,5:deer,,0.428
400,5:deer,1:airplane,+,0.374
1,7:frog,7:frog,,0.613
2,7:frog,8:horse,+,0.583
3,7:frog,3:bird,+,0.611
4,7:frog,7:frog,,0.652
5,7:frog,7:frog,,0.613
6,7:frog,7:frog,,0.623
7,7:frog,10:truck,+,0.796
8,7:frog,7:frog,,0.652
9,7:frog,8:horse,+,0.582
10,7:frog,10:truck,+,0.803
11,7:frog,7:frog,,0.652
12,7:frog,4:cat,+,0.516
13,7:frog,2:automobile,+,0.713
14,7:frog,3:bird,+,0.611
15,7:frog,10:truck,+,0.644
16,7:frog,4:cat,+,0.516
17,7:frog,7:frog,,0.652
18,7:frog,7:frog,,0.627
19,7:frog,7:frog,,0.652
20,7:frog,7:frog,,0.626
21,7:frog,7:frog,,0.652
22,7:frog,5:deer,+,0.306
23,7:frog,7:frog,,0.626
24,7:frog,8:horse,+,0.584
25,7:frog,3:bird,+,0.379
26,7:frog,7:frog,,0.626
27,7:frog,7:frog,,0.627
28,7:frog,5:deer,+,0.298
29,7:frog,7:frog,,0.64
30,7:frog,6:dog,+,0.535
31,7:frog,7:frog,,0.64
32,7:frog,7:frog,,0.652
33,7:frog,5:deer,+,0.298
34,7:frog,3:bird,+,0.611
35,7:frog,7:frog,,0.652
36,7:frog,5:deer,+,0.298
37,7:frog,4:cat,+,0.516
38,7:frog,10:truck,+,0.673
39,7:frog,10:truck,+,0.673
40,7:frog,4:cat,+,0.516
41,7:frog,7:frog,,0.652
42,9:ship,9:ship,,0.39
43,9:ship,9:ship,,0.654
44,9:ship,9:ship,,0.39
45,9:ship,9:ship,,0.654
46,9:ship,2:automobile,+,0.713
47,9:ship,9:ship,,0.722
48,9:ship,1:airplane,+,0.722
49,9:ship,1:airplane,+,0.722
50,9:ship,10:truck,+,0.289
51,9:ship,9:ship,,0.602
52,9:ship,10:truck,+,0.447
53,9:ship,9:ship,,0.536
54,9:ship,2:automobile,+,0.443
55,9:ship,2:automobile,+,0.354
56,9:ship,9:ship,,0.654
57,9:ship,10:truck,+,0.657
58,9:ship,9:ship,,0.571
59,9:ship,9:ship,,0.536
60,9:ship,9:ship,,0.767
61,9:ship,9:ship,,0.536
62,9:ship,1:airplane,+,0.702
63,9:ship,9:ship,,0.39
64,9:ship,9:ship,,0.654
65,9:ship,2:automobile,+,0.73
66,9:ship,10:truck,+,0.796
67,9:ship,9:ship,,0.39
68,9:ship,2:automobile,+,0.729
69,9:ship,9:ship,,0.767
70,9:ship,1:airplane,+,0.454
71,9:ship,9:ship,,0.769
72,9:ship,1:airplane,+,0.722
73,9:ship,9:ship,,0.767
74,9:ship,9:ship,,0.722
75,9:ship,2:automobile,+,0.354
76,9:ship,9:ship,,0.654
77,9:ship,1:airplane,+,0.723
78,9:ship,7:frog,+,0.613
79,9:ship,1:airplane,+,0.723
80,9:ship,10:truck,+,0.447
81,9:ship,9:ship,,0.39
82,1:airplane,1:airplane,,0.722
83,1:airplane,1:airplane,,0.454
84,1:airplane,1:airplane,,0.41
85,1:airplane,10:truck,+,0.823
86,1:airplane,9:ship,+,0.722
87,1:airplane,1:airplane,,0.702
88,1:airplane,1:airplane,,0.723
89,1:airplane,1:airplane,,0.723
90,1:airplane,10:truck,+,0.447
91,1:airplane,1:airplane,,0.713
92,1:airplane,9:ship,+,0.654
93,1:airplane,1:airplane,,0.454
94,1:airplane,4:cat,+,0.505
95,1:airplane,3:bird,+,0.618
96,1:airplane,1:airplane,,0.722
97,1:airplane,8:horse,+,0.584
98,1:airplane,1:airplane,,0.41
99,1:airplane,9:ship,+,0.767
100,1:airplane,1:airplane,,0.713
101,1:airplane,1:airplane,,0.723
102,1:airplane,1:airplane,,0.702
103,1:airplane,1:airplane,,0.702
104,1:airplane,10:truck,+,0.289
105,1:airplane,10:truck,+,0.447
106,1:airplane,9:ship,+,0.536
107,1:airplane,2:automobile,+,0.443
108,1:airplane,2:automobile,+,0.443
109,1:airplane,1:airplane,,0.713
110,1:airplane,1:airplane,,0.713
111,1:airplane,1:airplane,,0.713
112,1:airplane,7:frog,+,0.64
113,1:airplane,8:horse,+,0.372
114,1:airplane,8:horse,+,0.583
115,1:airplane,3:bird,+,0.379
116,1:airplane,9:ship,+,0.654
117,1:airplane,1:airplane,,0.722
118,1:airplane,1:airplane,,0.41
119,2:automobile,2:automobile,,0.73
120,2:automobile,9:ship,+,0.602
121,2:automobile,10:truck,+,0.801
122,2:automobile,2:automobile,,0.73
123,2:automobile,7:frog,+,0.627
124,2:automobile,10:truck,+,0.796
125,2:automobile,2:automobile,,0.607
126,2:automobile,2:automobile,,0.73
127,2:automobile,3:bird,+,0.321
128,2:automobile,4:cat,+,0.516
129,2:automobile,2:automobile,,0.726
130,2:automobile,2:automobile,,0.73
131,2:automobile,2:automobile,,0.73
132,2:automobile,4:cat,+,0.514
133,2:automobile,4:cat,+,0.516
134,2:automobile,2:automobile,,0.73
135,2:automobile,2:automobile,,0.607
136,2:automobile,2:automobile,,0.607
137,2:automobile,1:airplane,+,0.454
138,2:automobile,2:automobile,,0.73
139,2:automobile,2:automobile,,0.73
140,2:automobile,2:automobile,,0.73
141,2:automobile,3:bird,+,0.628
142,2:automobile,2:automobile,,0.607
143,2:automobile,2:automobile,,0.73
144,2:automobile,2:automobile,,0.73
145,2:automobile,2:automobile,,0.73
146,2:automobile,10:truck,+,0.803
147,2:automobile,6:dog,+,0.418
148,2:automobile,2:automobile,,0.73
149,2:automobile,2:automobile,,0.486
150,2:automobile,4:cat,+,0.516
151,2:automobile,8:horse,+,0.583
152,2:automobile,2:automobile,,0.73
153,2:automobile,2:automobile,,0.73
154,2:automobile,2:automobile,,0.607
155,2:automobile,10:truck,+,0.803
156,2:automobile,6:dog,+,0.418
157,2:automobile,2:automobile,,0.73
158,8:horse,8:horse,,0.584
159,8:horse,9:ship,+,0.722
160,8:horse,8:horse,,0.584
161,8:horse,8:horse,,0.584
162,8:horse,6:dog,+,0.497
163,8:horse,2:automobile,+,0.73
164,8:horse,2:automobile,+,0.73
165,8:horse,8:horse,,0.584
166,8:horse,6:dog,+,0.418
167,8:horse,8:horse,,0.584
168,8:horse,8:horse,,0.583
169,8:horse,8:horse,,0.584
170,8:horse,8:horse,,0.584
171,8:horse,8:horse,,0.584
172,8:horse,6:dog,+,0.497
173,8:horse,8:horse,,0.583
174,8:horse,4:cat,+,0.491
175,8:horse,10:truck,+,0.823
176,8:horse,8:horse,,0.584
177,8:horse,9:ship,+,0.654
178,8:horse,8:horse,,0.584
179,8:horse,4:cat,+,0.516
180,8:horse,8:horse,,0.583
181,8:horse,10:truck,+,0.801
182,8:horse,8:horse,,0.583
183,8:horse,8:horse,,0.584
184,8:horse,8:horse,,0.584
185,8:horse,8:horse,,0.584
186,8:horse,8:horse,,0.584
187,8:horse,10:truck,+,0.644
188,8:horse,8:horse,,0.584
189,8:horse,5:deer,+,0.296
190,8:horse,8:horse,,0.585
191,8:horse,8:horse,,0.584
192,8:horse,4:cat,+,0.516
193,8:horse,8:horse,,0.584
194,8:horse,7:frog,+,0.614
195,8:horse,8:horse,,0.584
196,8:horse,8:horse,,0.584
197,8:horse,6:dog,+,0.531
198,8:horse,4:cat,+,0.517
199,3:bird,3:bird,,0.625
200,3:bird,5:deer,+,0.268
201,3:bird,3:bird,,0.433
202,3:bird,5:deer,+,0.268
203,3:bird,3:bird,,0.611
204,3:bird,3:bird,,0.627
205,3:bird,7:frog,+,0.604
206,3:bird,8:horse,+,0.579
207,3:bird,5:deer,+,0.306
208,3:bird,1:airplane,+,0.713
209,3:bird,6:dog,+,0.533
210,3:bird,5:deer,+,0.268
211,3:bird,7:frog,+,0.626
212,3:bird,3:bird,,0.611
213,3:bird,8:horse,+,0.584
214,3:bird,2:automobile,+,0.729
215,3:bird,3:bird,,0.315
216,3:bird,3:bird,,0.321
217,3:bird,5:deer,+,0.306
218,3:bird,5:deer,+,0.268
219,3:bird,2:automobile,+,0.354
220,3:bird,3:bird,,0.379
221,3:bird,3:bird,,0.433
222,3:bird,5:deer,+,0.268
223,3:bird,8:horse,+,0.583
224,3:bird,5:deer,+,0.298
225,3:bird,6:dog,+,0.529
226,3:bird,5:deer,+,0.306
227,3:bird,1:airplane,+,0.722
228,3:bird,3:bird,,0.618
229,3:bird,8:horse,+,0.584
230,3:bird,8:horse,+,0.583
231,3:bird,3:bird,,0.628
232,3:bird,3:bird,,0.315
233,3:bird,8:horse,+,0.583
234,3:bird,3:bird,,0.627
235,3:bird,10:truck,+,0.823
236,3:bird,9:ship,+,0.602
237,3:bird,3:bird,,0.315
238,3:bird,10:truck,+,0.289
239,3:bird,3:bird,,0.315
240,3:bird,8:horse,+,0.585
241,4:cat,3:bird,+,0.315
242,4:cat,9:ship,+,0.601
243,4:cat,7:frog,+,0.627
244,4:cat,4:cat,,0.491
245,4:cat,4:cat,,0.491
246,4:cat,4:cat,,0.491
247,4:cat,2:automobile,+,0.728
248,4:cat,5:deer,+,0.298
249,4:cat,4:cat,,0.514
250,4:cat,3:bird,+,0.627
251,4:cat,6:dog,+,0.535
252,4:cat,4:cat,,0.516
253,4:cat,8:horse,+,0.372
254,4:cat,4:cat,,0.516
255,4:cat,4:cat,,0.517
256,4:cat,8:horse,+,0.584
257,4:cat,10:truck,+,0.796
258,4:cat,4:cat,,0.516
259,4:cat,10:truck,+,0.801
260,4:cat,8:horse,+,0.584
261,4:cat,5:deer,+,0.298
262,4:cat,6:dog,+,0.418
263,4:cat,2:automobile,+,0.713
264,4:cat,3:bird,+,0.618
265,4:cat,5:deer,+,0.268
266,4:cat,4:cat,,0.517
267,4:cat,10:truck,+,0.673
268,4:cat,4:cat,,0.516
269,4:cat,10:truck,+,0.644
270,4:cat,7:frog,+,0.652
271,4:cat,4:cat,,0.517
272,4:cat,6:dog,+,0.531
273,4:cat,8:horse,+,0.585
274,4:cat,6:dog,+,0.534
275,4:cat,4:cat,,0.491
276,4:cat,3:bird,+,0.618
277,4:cat,4:cat,,0.514
278,4:cat,6:dog,+,0.531
279,4:cat,5:deer,+,0.268
280,4:cat,4:cat,,0.516
281,4:cat,6:dog,+,0.533
282,10:truck,10:truck,,0.823
283,10:truck,10:truck,,0.801
284,10:truck,10:truck,,0.796
285,10:truck,10:truck,,0.796
286,10:truck,5:deer,+,0.28
287,10:truck,9:ship,+,0.767
288,10:truck,8:horse,+,0.583
289,10:truck,10:truck,,0.801
290,10:truck,2:automobile,+,0.486
291,10:truck,10:truck,,0.803
292,10:truck,4:cat,+,0.516
293,10:truck,10:truck,,0.801
294,10:truck,10:truck,,0.803
295,10:truck,7:frog,+,0.613
296,10:truck,6:dog,+,0.535
297,10:truck,10:truck,,0.801
298,10:truck,2:automobile,+,0.73
299,10:truck,9:ship,+,0.39
300,10:truck,9:ship,+,0.769
301,10:truck,10:truck,,0.803
302,10:truck,10:truck,,0.673
303,10:truck,10:truck,,0.644
304,10:truck,4:cat,+,0.491
305,10:truck,10:truck,,0.796
306,10:truck,4:cat,+,0.516
307,10:truck,10:truck,,0.803
308,10:truck,10:truck,,0.823
309,10:truck,10:truck,,0.803
310,10:truck,10:truck,,0.823
311,10:truck,1:airplane,+,0.723
312,10:truck,10:truck,,0.657
313,10:truck,10:truck,,0.289
314,10:truck,2:automobile,+,0.73
315,10:truck,10:truck,,0.801
316,10:truck,6:dog,+,0.533
317,10:truck,9:ship,+,0.602
318,10:truck,9:ship,+,0.769
319,10:truck,10:truck,,0.796
320,10:truck,10:truck,,0.806
321,6:dog,8:horse,+,0.372
322,6:dog,4:cat,+,0.516
323,6:dog,2:automobile,+,0.537
324,6:dog,6:dog,,0.497
325,6:dog,2:automobile,+,0.73
326,6:dog,9:ship,+,0.602
327,6:dog,1:airplane,+,0.702
328,6:dog,7:frog,+,0.652
329,6:dog,4:cat,+,0.516
330,6:dog,6:dog,,0.418
331,6:dog,6:dog,,0.531
332,6:dog,2:automobile,+,0.713
333,6:dog,6:dog,,0.418
334,6:dog,3:bird,+,0.618
335,6:dog,6:dog,,0.497
336,6:dog,6:dog,,0.533
337,6:dog,6:dog,,0.533
338,6:dog,3:bird,+,0.379
